Book,Chapter,Entity_Type,Entity_Name,Count
01-Genesis,009,PERSON,Canaan,4
01-Genesis,010,PERSON,Noah,2
01-Genesis,010,PERSON,Shem,4
01-Genesis,010,PERSON,Japheth,3
01-Genesis,010,PERSON,Javan,2
01-Genesis,010,PERSON,Tiras,1
01-Genesis,010,PERSON,Riphath,1
01-Genesis,010,PERSON,Kittim,1
01-Genesis,010,PERSON,Cush,2
01-Genesis,010,PERSON,Canaan,2
01-Genesis,010,PERSON,Seba,1
01-Genesis,010,PERSON,Sabtah,1
01-Genesis,010,PERSON,Sabteca,1
01-Genesis,010,PERSON,Dedan,1
01-Genesis,010,PERSON,Jehovah,2
01-Genesis,010,PERSON,Nimrod,1
01-Genesis,010,PERSON,Calah,2
01-Genesis,010,PERSON,Resen,1
01-Genesis,010,PERSON,Sidon,1
01-Genesis,010,PERSON,Heth,1
01-Genesis,010,PERSON,Arkite,1
01-Genesis,010,PERSON,Asshur,1
01-Genesis,010,PERSON,Gether,1
01-Genesis,010,PERSON,Mash,1
01-Genesis,010,PERSON,Shelah,2
01-Genesis,010,PERSON,Peleg,1
01-Genesis,010,PERSON,Jerah,1
01-Genesis,010,PERSON,Havilah,1
01-Genesis,010,GPE,Madai,1
01-Genesis,010,GPE,Tubal,1
01-Genesis,010,GPE,Sheba,2
01-Genesis,010,GPE,Nimrod,1
01-Genesis,010,GPE,Babel,1
01-Genesis,010,GPE,Shinar,1
01-Genesis,010,GPE,Sidon,1
01-Genesis,010,GPE,Gerar,1
01-Genesis,010,GPE,Admah,1
01-Genesis,010,GPE,Zeboiim,1
01-Genesis,010,GPE,Lasha,1
01-Genesis,010,GPE,Elam,1
01-Genesis,010,GPE,Joktan,3
01-Genesis,010,GPE,Almodad,1
01-Genesis,010,GPE,Sheleph,1
01-Genesis,010,GPE,Uzal,1
01-Genesis,010,GPE,Diklah,1
01-Genesis,011,PERSON,Jehovah,4
01-Genesis,011,PERSON,Babel,1
01-Genesis,011,PERSON,Shem,3
01-Genesis,011,PERSON,Shelah,4
01-Genesis,011,PERSON,Eber,1
01-Genesis,011,PERSON,Peleg,2
01-Genesis,011,PERSON,Reu,3
01-Genesis,011,PERSON,Terah,7
01-Genesis,011,PERSON,Sarai,3
01-Genesis,011,PERSON,Milcah,1
01-Genesis,011,PERSON,Abram,1
01-Genesis,011,GPE,Shinar,1
01-Genesis,011,GPE,Peleg,1
01-Genesis,011,GPE,Haran,8
01-Genesis,011,GPE,Terah,1
01-Genesis,011,TIME,20 Reu,1
01-Genesis,012,PERSON,Jehovah,6
01-Genesis,012,PERSON,Abram,3
01-Genesis,012,PERSON,Sarai,2
01-Genesis,012,PERSON,Bethel,1
01-Genesis,012,PERSON,Negeb,1
01-Genesis,012,GPE,Haran,2
01-Genesis,012,GPE,Bethel,1
01-Genesis,012,GPE,Jehovah,1
01-Genesis,012,GPE,Egypt,3
01-Genesis,012,GPE,Pharaoh,1
01-Genesis,012,EVENT,Pharaoh,2
01-Genesis,013,PERSON,Negeb,2
01-Genesis,013,PERSON,Abram,1
01-Genesis,013,PERSON,Jehovah,2
01-Genesis,013,GPE,Egypt,2
01-Genesis,013,GPE,Bethel,1
01-Genesis,013,GPE,Jehovah,3
01-Genesis,013,GPE,Jordan,2
01-Genesis,013,GPE,Zoar,1
01-Genesis,013,GPE,Sodom,1
01-Genesis,013,GPE,Mamre,1
01-Genesis,014,PERSON,Bela,2
01-Genesis,014,PERSON,Emim,1
01-Genesis,014,PERSON,Amraphel king,1
01-Genesis,014,PERSON,Abram,5
01-Genesis,014,PERSON,Dan,1
01-Genesis,014,PERSON,Salem,1
01-Genesis,014,PERSON,Jehovah,1
01-Genesis,014,PERSON,Aner,1
01-Genesis,014,GPE,Shinar,2
01-Genesis,014,GPE,Goiim,2
01-Genesis,014,GPE,Admah,2
01-Genesis,014,GPE,Zoar,2
01-Genesis,014,GPE,the Salt Sea,1
01-Genesis,014,GPE,Ashteroth-karnaim,1
01-Genesis,014,GPE,El-paran,1
01-Genesis,014,GPE,En-mishpat,1
01-Genesis,014,GPE,Siddim,1
01-Genesis,014,GPE,Sodom,1
01-Genesis,014,GPE,Damascus,1
01-Genesis,014,GPE,Shaveh,1
01-Genesis,014,TIME,the night,1
01-Genesis,014,TIME,21 After,1
01-Genesis,015,PERSON,Jehovah,4
01-Genesis,015,PERSON,Abram,2
01-Genesis,015,GPE,Damascus,1
01-Genesis,015,GPE,Jehovah,1
01-Genesis,015,GPE,Egypt,1
01-Genesis,016,PERSON,Sarai,8
01-Genesis,016,PERSON,Abram,5
01-Genesis,016,PERSON,Jehovah,5
01-Genesis,016,PERSON,Hagar,1
01-Genesis,016,GPE,Hagar,3
01-Genesis,016,GPE,Shur,1
01-Genesis,016,GPE,Sarai,1
01-Genesis,016,GPE,Bered,1
01-Genesis,017,PERSON,Jehovah,1
01-Genesis,017,PERSON,Abraham,10
01-Genesis,017,PERSON,Sarai,2
01-Genesis,017,PERSON,Sarah,4
01-Genesis,017,PERSON,Isaac,2
01-Genesis,017,PERSON,God,1
01-Genesis,017,TIME,9 God,1
01-Genesis,017,TIME,18 So,1
01-Genesis,018,PERSON,Jehovah,13
01-Genesis,018,PERSON,Abraham,13
01-Genesis,018,PERSON,Sarah,10
01-Genesis,018,GPE,Sodom,2
01-Genesis,019,PERSON,Jehovah,7
01-Genesis,019,PERSON,Escape,2
01-Genesis,019,PERSON,Hurry,1
01-Genesis,019,PERSON,Abraham,2
01-Genesis,019,PERSON,Moab,1
01-Genesis,019,PERSON,Ben,1
01-Genesis,019,GPE,Zoar,4
01-Genesis,019,GPE,Jehovah,1
01-Genesis,019,TIME,evening,1
01-Genesis,019,TIME,overnight,2
01-Genesis,019,TIME,tonight,2
01-Genesis,019,TIME,15 ,1
01-Genesis,019,TIME,early in the morning,1
01-Genesis,019,TIME,30 Later Lot,1
01-Genesis,019,TIME,33 ,1
01-Genesis,019,TIME,last night,1
01-Genesis,019,TIME,35 ,1
01-Genesis,020,PERSON,Abraham,8
01-Genesis,020,PERSON,Negeb,1
01-Genesis,020,PERSON,Sarah,5
01-Genesis,020,PERSON,Abimelech,4
01-Genesis,020,PERSON,Jehovah,2
01-Genesis,020,PERSON,Dwell,1
01-Genesis,020,GPE,Gerar,2
01-Genesis,020,TIME,night,1
01-Genesis,020,TIME,8 Abimelech,1
01-Genesis,020,TIME,early in the morning,1
01-Genesis,021,PERSON,Jehovah,2
01-Genesis,021,PERSON,Sarah,8
01-Genesis,021,PERSON,Abraham,18
01-Genesis,021,PERSON,Isaac,7
01-Genesis,021,PERSON,Beer,2
01-Genesis,021,PERSON,Phicol,2
01-Genesis,021,PERSON,Abimelech,2
01-Genesis,021,GPE,Hagar,4
01-Genesis,021,GPE,Egypt,1
01-Genesis,021,GPE,Jehovah,1
01-Genesis,021,TIME,8 Now,1
01-Genesis,021,TIME,14 ,1
01-Genesis,021,TIME,early in the morning,1
01-Genesis,022,PERSON,Abraham,20
01-Genesis,022,PERSON,Isaac,5
01-Genesis,022,PERSON,Jehovah,3
01-Genesis,022,PERSON,Beer,1
01-Genesis,022,PERSON,Buz,1
01-Genesis,022,GPE,Jehovah,1
01-Genesis,022,TIME,early in the morning,1
01-Genesis,023,PERSON,Sarah,5
01-Genesis,023,PERSON,Abraham,12
01-Genesis,023,PERSON,Heth,6
01-Genesis,023,GPE,Zohar,1
01-Genesis,023,GPE,Mamre,2
01-Genesis,024,PERSON,Abraham,14
01-Genesis,024,PERSON,Jehovah,12
01-Genesis,024,PERSON,Isaac,8
01-Genesis,024,PERSON,Rebekah,2
01-Genesis,024,PERSON,Sarah,2
01-Genesis,024,PERSON,Milcah,1
01-Genesis,024,PERSON,Negeb,1
01-Genesis,024,GPE,Jehovah,2
01-Genesis,024,GPE,Beer,1
01-Genesis,024,TIME,about evening,1
01-Genesis,024,TIME,the night,3
01-Genesis,024,TIME,29 Now,1
01-Genesis,024,TIME,the morning,1
01-Genesis,025,PERSON,Abraham,12
01-Genesis,025,PERSON,Medan,1
01-Genesis,025,PERSON,Dedan,2
01-Genesis,025,PERSON,Leummim,1
01-Genesis,025,PERSON,Isaac,11
01-Genesis,025,PERSON,Heth,1
01-Genesis,025,PERSON,Sarah,2
01-Genesis,025,PERSON,Adbeel,1
01-Genesis,025,PERSON,Mibsam,1
01-Genesis,025,PERSON,Jehovah,3
01-Genesis,025,PERSON,Jacob,8
01-Genesis,025,PERSON,lentil stew,1
01-Genesis,025,PERSON,Esau,1
01-Genesis,025,GPE,Zimran,1
01-Genesis,025,GPE,Jokshan,1
01-Genesis,025,GPE,Sheba,1
01-Genesis,025,GPE,Hanoch,1
01-Genesis,025,GPE,Zohar,1
01-Genesis,025,GPE,Mamre,1
01-Genesis,025,GPE,Beer,1
01-Genesis,025,GPE,Hagar the,1
01-Genesis,025,GPE,Hadad,1
01-Genesis,025,GPE,Naphish,1
01-Genesis,025,GPE,Shur,1
01-Genesis,025,GPE,Egypt,1
01-Genesis,025,GPE,Jehovah,1
01-Genesis,025,GPE,Jacob,1
01-Genesis,026,PERSON,Abraham,8
01-Genesis,026,PERSON,Isaac,16
01-Genesis,026,PERSON,Jehovah,5
01-Genesis,026,PERSON,Abimelech king,1
01-Genesis,026,PERSON,Abimelech,2
01-Genesis,026,PERSON,Esek,1
01-Genesis,026,PERSON,Beer,2
01-Genesis,026,PERSON,Phicol,1
01-Genesis,026,PERSON,Esau,1
01-Genesis,026,PERSON,Judith,1
01-Genesis,026,PERSON,Elon,1
01-Genesis,026,GPE,Gerar,5
01-Genesis,026,GPE,Egypt,1
01-Genesis,026,GPE,Jehovah,2
01-Genesis,026,GPE,Beeri,1
01-Genesis,026,TIME,16 Abimelech,1
01-Genesis,026,TIME,24 That night,1
01-Genesis,026,TIME,the morning,1
01-Genesis,027,PERSON,Isaac,13
01-Genesis,027,PERSON,Rebekah,3
01-Genesis,027,PERSON,Jacob,15
01-Genesis,027,PERSON,Esau,7
01-Genesis,027,PERSON,Jehovah,2
01-Genesis,027,PERSON,Laban,1
01-Genesis,027,PERSON,Dwell,1
01-Genesis,027,PERSON,Heth,2
01-Genesis,027,GPE,Haran,1
01-Genesis,027,TIME,46 After,1
01-Genesis,028,PERSON,Isaac,5
01-Genesis,028,PERSON,Jacob,8
01-Genesis,028,PERSON,Abraham,4
01-Genesis,028,PERSON,of Rebekah,1
01-Genesis,028,PERSON,Canaan,2
01-Genesis,028,PERSON,Jehovah,3
01-Genesis,028,PERSON,Truly Jehovah,1
01-Genesis,028,PERSON,Bethel,1
01-Genesis,028,GPE,Beer,1
01-Genesis,028,GPE,Haran,1
01-Genesis,028,TIME,9 so Esau went,1
01-Genesis,028,TIME,the night,1
01-Genesis,028,TIME,early in the morning,1
01-Genesis,029,PERSON,Jacob,13
01-Genesis,029,PERSON,Laban,2
01-Genesis,029,PERSON,Rachel,16
01-Genesis,029,PERSON,Leah,5
01-Genesis,029,PERSON,Bilhah,1
01-Genesis,029,PERSON,Jehovah,4
01-Genesis,029,PERSON,Reuben,1
01-Genesis,029,PERSON,Levi,1
01-Genesis,029,PERSON,Judah,1
01-Genesis,029,GPE,Haran,1
01-Genesis,029,TIME,the evening,1
01-Genesis,029,TIME,the morning,1
01-Genesis,030,PERSON,Rachel,8
01-Genesis,030,PERSON,Jacob,17
01-Genesis,030,PERSON,Bilhah,1
01-Genesis,030,PERSON,Dan,1
01-Genesis,030,PERSON,Naphtali,1
01-Genesis,030,PERSON,Leah,4
01-Genesis,030,PERSON,Zilpah,1
01-Genesis,030,PERSON,Reuben,1
01-Genesis,030,PERSON,him Zebulun,1
01-Genesis,030,PERSON,Dinah,1
01-Genesis,030,PERSON,Joseph,2
01-Genesis,030,PERSON,Jehovah,3
01-Genesis,030,PERSON,Jacobs,1
01-Genesis,030,GPE,Asher,1
01-Genesis,030,GPE,"eyes,I",1
01-Genesis,030,TIME,tonight,1
01-Genesis,031,PERSON,Jacob,24
01-Genesis,031,PERSON,Jehovah,2
01-Genesis,031,PERSON,Isaac,3
01-Genesis,031,PERSON,Laban,4
01-Genesis,031,PERSON,Rachel,3
01-Genesis,031,PERSON,Abraham,2
01-Genesis,031,PERSON,Jegar-sahadutha,1
01-Genesis,031,GPE,Bethel,1
01-Genesis,031,TIME,9 ,1
01-Genesis,031,TIME,night,3
01-Genesis,031,TIME,last night,2
01-Genesis,031,TIME,the night,1
01-Genesis,031,TIME,early in the morning,1
01-Genesis,032,PERSON,Jacob,11
01-Genesis,032,PERSON,Esau,4
01-Genesis,032,PERSON,Abraham,1
01-Genesis,032,PERSON,Isaac,1
01-Genesis,032,PERSON,Jabbok,1
01-Genesis,032,PERSON,Jacobs,2
01-Genesis,032,GPE,Seir,1
01-Genesis,032,GPE,Jordan,1
01-Genesis,032,GPE,Jacob,1
01-Genesis,032,GPE,Israel,2
01-Genesis,032,TIME,9 After,1
01-Genesis,032,TIME,the night,2
01-Genesis,032,TIME,that night,1
01-Genesis,033,PERSON,Jacob,4
01-Genesis,033,PERSON,Rachel,3
01-Genesis,033,PERSON,Joseph,2
01-Genesis,033,PERSON,Esau,1
01-Genesis,033,PERSON,Succoth,1
01-Genesis,033,PERSON,Hamor,1
01-Genesis,033,GPE,Shechem,1
01-Genesis,033,GPE,Israel,1
01-Genesis,034,PERSON,Dinah,6
01-Genesis,034,PERSON,Jacob,9
01-Genesis,034,PERSON,Hamor,6
01-Genesis,034,PERSON,Shechem,3
01-Genesis,034,GPE,Israel,1
01-Genesis,034,GPE,Jacob,1
01-Genesis,034,GPE,Levi,1
01-Genesis,035,PERSON,Jacob,13
01-Genesis,035,PERSON,Bethel,3
01-Genesis,035,PERSON,Canaan,1
01-Genesis,035,PERSON,Rebekahs,1
01-Genesis,035,PERSON,Abraham,2
01-Genesis,035,PERSON,Isaac,5
01-Genesis,035,PERSON,Rachel,3
01-Genesis,035,PERSON,Ben,1
01-Genesis,035,PERSON,Benjamin,2
01-Genesis,035,PERSON,Ephrath,1
01-Genesis,035,PERSON,Reuben,2
01-Genesis,035,PERSON,Bilhah,1
01-Genesis,035,PERSON,Joseph,1
01-Genesis,035,PERSON,Dan,1
01-Genesis,035,PERSON,Naphtali,1
01-Genesis,035,GPE,Bethel,3
01-Genesis,035,GPE,Jacob,2
01-Genesis,035,GPE,Israel,5
01-Genesis,035,GPE,Ephrath,1
01-Genesis,035,GPE,Eder,1
01-Genesis,035,GPE,Levi,1
01-Genesis,035,GPE,Judah,1
01-Genesis,035,GPE,Zebulun,1
01-Genesis,035,GPE,Bilhah,1
01-Genesis,035,GPE,Asher,1
01-Genesis,035,GPE,Mamre,1
01-Genesis,035,TIME,9 God appeared,1
01-Genesis,035,TIME,10 God,1
01-Genesis,036,PERSON,Canaan,2
01-Genesis,036,PERSON,Elon,1
01-Genesis,036,PERSON,Jalam,3
01-Genesis,036,PERSON,Korah,2
01-Genesis,036,PERSON,Jacob,1
01-Genesis,036,PERSON,Kenaz,1
01-Genesis,036,PERSON,Zerah,3
01-Genesis,036,PERSON,Zibeon,3
01-Genesis,036,PERSON,Sheikh Teman,2
01-Genesis,036,PERSON,Sheikh Omar,1
01-Genesis,036,PERSON,Zepho,1
01-Genesis,036,PERSON,Sheikh Kenaz,2
01-Genesis,036,PERSON,Sheikh Korah,2
01-Genesis,036,PERSON,Sheikh Gatam,1
01-Genesis,036,PERSON,Sheikh,1
01-Genesis,036,PERSON,Sheikh Nahath,1
01-Genesis,036,PERSON,Sheikh Mizzah,1
01-Genesis,036,PERSON,Jeush,1
01-Genesis,036,PERSON,Anah,2
01-Genesis,036,PERSON,Ezer,2
01-Genesis,036,PERSON,Alvan,1
01-Genesis,036,PERSON,Hemdan,1
01-Genesis,036,PERSON,Eshban,1
01-Genesis,036,PERSON,Bilhan,1
01-Genesis,036,PERSON,Zaavan,1
01-Genesis,036,PERSON,Aran,1
01-Genesis,036,PERSON,Lotan,1
01-Genesis,036,PERSON,Sheikh Anah,1
01-Genesis,036,PERSON,Sheikh Dishon,1
01-Genesis,036,PERSON,Sheikh Ezer,1
01-Genesis,036,PERSON,Sheikh Dishan,1
01-Genesis,036,PERSON,Bela,2
01-Genesis,036,PERSON,Bozrah,1
01-Genesis,036,PERSON,Jobab,1
01-Genesis,036,PERSON,Husham,2
01-Genesis,036,PERSON,Hadad,2
01-Genesis,036,PERSON,Samlah,2
01-Genesis,036,PERSON,Hadar,1
01-Genesis,036,PERSON,Pau,1
01-Genesis,036,PERSON,Timna,1
01-Genesis,036,PERSON,Sheikh Alvah,1
01-Genesis,036,PERSON,Sheikh Jetheth,1
01-Genesis,036,PERSON,Sheikh Elah,1
01-Genesis,036,PERSON,Sheikh Pinon,1
01-Genesis,036,PERSON,Sheikh Mibzar,1
01-Genesis,036,PERSON,Magdiel,1
01-Genesis,036,PERSON,Sheikh Iram,1
01-Genesis,036,GPE,Anah,5
01-Genesis,036,GPE,Jeush,1
01-Genesis,036,GPE,Seir,3
01-Genesis,036,GPE,Adah,3
01-Genesis,036,GPE,Teman,1
01-Genesis,036,GPE,Omar,1
01-Genesis,036,GPE,Zepho,1
01-Genesis,036,GPE,Gatam,1
01-Genesis,036,GPE,Timna,2
01-Genesis,036,GPE,Mizzah,1
01-Genesis,036,GPE,Lotan,3
01-Genesis,036,GPE,Dishan,2
01-Genesis,036,GPE,Hori,1
01-Genesis,036,GPE,Onam,1
01-Genesis,036,GPE,Aiah,1
01-Genesis,036,GPE,Ithran,1
01-Genesis,036,GPE,Cheran,1
01-Genesis,036,GPE,Bedad,1
01-Genesis,036,GPE,Moab,1
01-Genesis,036,GPE,Avith,1
01-Genesis,036,GPE,Baal,2
01-Genesis,036,GPE,Achbor,2
01-Genesis,037,PERSON,Joseph,12
01-Genesis,037,PERSON,Reuben,3
01-Genesis,037,PERSON,balsam,1
01-Genesis,037,PERSON,Judah,1
01-Genesis,037,PERSON,Josephs,1
01-Genesis,037,PERSON,Jacob,1
01-Genesis,037,GPE,Jacob,1
01-Genesis,037,GPE,Bilhah,1
01-Genesis,037,GPE,Israel,2
01-Genesis,037,GPE,Shechem,2
01-Genesis,037,GPE,Dothan,2
01-Genesis,037,GPE,Egypt,3
01-Genesis,037,TIME,5 Later,1
01-Genesis,037,TIME,9 After,1
01-Genesis,037,TIME,36 Now,1
01-Genesis,038,PERSON,Judah,12
01-Genesis,038,PERSON,Hirah,2
01-Genesis,038,PERSON,Shua,1
01-Genesis,038,PERSON,Onan,3
01-Genesis,038,PERSON,Shelah,4
01-Genesis,038,PERSON,Jehovah,3
01-Genesis,038,PERSON,Tamar,2
01-Genesis,038,PERSON,Perez,1
01-Genesis,038,PERSON,Zerah,1
01-Genesis,038,GPE,Achzib,1
01-Genesis,038,GPE,Tamar,3
01-Genesis,038,GPE,Timnah,2
01-Genesis,038,GPE,Judah,1
01-Genesis,039,PERSON,Joseph,11
01-Genesis,039,PERSON,Jehovah,8
01-Genesis,039,PERSON,Josephs,1
01-Genesis,039,GPE,Egypt,1
01-Genesis,040,PERSON,Joseph,10
01-Genesis,040,GPE,Egypt,3
01-Genesis,040,GPE,Pharaoh,2
01-Genesis,040,TIME,the same night,1
01-Genesis,040,TIME,9 ,1
01-Genesis,040,TIME,20 Now the,1
01-Genesis,040,EVENT,Pharaoh,1
01-Genesis,041,PERSON,Joseph,19
01-Genesis,041,PERSON,Josephs,1
01-Genesis,041,PERSON,Pharaoh,1
01-Genesis,041,GPE,Egypt,19
01-Genesis,041,GPE,Pharaoh,3
01-Genesis,041,TIME,the morning,1
01-Genesis,041,TIME,the same night,1
01-Genesis,041,EVENT,Pharaoh,3
01-Genesis,042,PERSON,Jacob,3
01-Genesis,042,PERSON,Josephs,3
01-Genesis,042,PERSON,Benjamin,2
01-Genesis,042,PERSON,Joseph,8
01-Genesis,042,PERSON,Reuben,2
01-Genesis,042,PERSON,Canaan,1
01-Genesis,042,GPE,Egypt,3
01-Genesis,042,GPE,Israel,1
01-Genesis,043,PERSON,Benjamin,5
01-Genesis,043,PERSON,Joseph,6
01-Genesis,043,PERSON,Josephs,4
01-Genesis,043,PERSON,Hebrews,1
01-Genesis,043,GPE,Egypt,2
01-Genesis,043,GPE,Israel,3
01-Genesis,043,TIME,noon,2
01-Genesis,044,PERSON,Joseph,3
01-Genesis,044,PERSON,Canaan,1
01-Genesis,044,PERSON,Judah,1
01-Genesis,044,PERSON,Josephs,1
01-Genesis,044,GPE,Judah,1
01-Genesis,044,TIME,the morning,1
01-Genesis,044,TIME,33 ,1
01-Genesis,045,PERSON,Joseph,14
01-Genesis,045,PERSON,Benjamin,4
01-Genesis,045,PERSON,Jacob,2
01-Genesis,045,GPE,Egypt,10
01-Genesis,045,GPE,Goshen,1
01-Genesis,045,GPE,Israel,2
01-Genesis,045,EVENT,Pharaoh,2
01-Genesis,046,PERSON,Isaac,1
01-Genesis,046,PERSON,Joseph,8
01-Genesis,046,PERSON,Jacob,11
01-Genesis,046,PERSON,Reuben,2
01-Genesis,046,PERSON,Kohath,1
01-Genesis,046,PERSON,Onan,2
01-Genesis,046,PERSON,Shelah,1
01-Genesis,046,PERSON,Zerah,1
01-Genesis,046,PERSON,Hamul,1
01-Genesis,046,PERSON,Shimron,1
01-Genesis,046,PERSON,Elon,1
01-Genesis,046,PERSON,Jahleel,1
01-Genesis,046,PERSON,Dinah,1
01-Genesis,046,PERSON,Eri,1
01-Genesis,046,PERSON,Serah,1
01-Genesis,046,PERSON,Heber,1
01-Genesis,046,PERSON,Laban,2
01-Genesis,046,PERSON,Leah,1
01-Genesis,046,PERSON,Rachel,3
01-Genesis,046,PERSON,Benjamin,2
01-Genesis,046,PERSON,Bela,1
01-Genesis,046,PERSON,Rosh,1
01-Genesis,046,PERSON,Muppim,1
01-Genesis,046,PERSON,Dan,1
01-Genesis,046,PERSON,Naphtali,1
01-Genesis,046,PERSON,Guni,1
01-Genesis,046,PERSON,Judah,1
01-Genesis,046,PERSON,Canaan,1
01-Genesis,046,GPE,Israel,6
01-Genesis,046,GPE,Egypt,9
01-Genesis,046,GPE,Beer,1
01-Genesis,046,GPE,Hanoch,1
01-Genesis,046,GPE,Pallu,1
01-Genesis,046,GPE,Jachin,1
01-Genesis,046,GPE,Zohar,1
01-Genesis,046,GPE,Levi,1
01-Genesis,046,GPE,Gershon,1
01-Genesis,046,GPE,Judah,1
01-Genesis,046,GPE,Perez,2
01-Genesis,046,GPE,Paddan,1
01-Genesis,046,GPE,Shuni,1
01-Genesis,046,GPE,Asher,1
01-Genesis,046,GPE,Imnah,1
01-Genesis,046,GPE,Ishvah,1
01-Genesis,046,GPE,Ishvi,1
01-Genesis,046,GPE,Becher,1
01-Genesis,046,GPE,Ashbel,1
01-Genesis,046,GPE,Gera,1
01-Genesis,046,GPE,Huppim,1
01-Genesis,046,GPE,Ard,1
01-Genesis,046,GPE,Shillem,1
01-Genesis,046,GPE,Bilhah,1
01-Genesis,046,GPE,Jacob,1
01-Genesis,046,GPE,Goshen,4
01-Genesis,046,TIME,night,1
01-Genesis,046,EVENT,Pharaoh,1
01-Genesis,047,PERSON,Joseph,14
01-Genesis,047,PERSON,Jacob,6
01-Genesis,047,PERSON,Canaan,2
01-Genesis,047,GPE,Goshen,4
01-Genesis,047,GPE,Egypt,11
01-Genesis,047,GPE,Jacob,1
01-Genesis,047,GPE,Pharaoh,1
01-Genesis,047,GPE,Israel,3
01-Genesis,047,EVENT,Pharaoh,5
01-Genesis,048,PERSON,Joseph,13
01-Genesis,048,PERSON,Jacob,2
01-Genesis,048,PERSON,Reuben,1
01-Genesis,048,PERSON,Rachel,1
01-Genesis,048,PERSON,Ephrath,2
01-Genesis,048,PERSON,Abraham,2
01-Genesis,048,PERSON,Isaac,2
01-Genesis,048,GPE,Israel,10
01-Genesis,048,GPE,Egypt,2
01-Genesis,049,PERSON,Jacob,3
01-Genesis,049,PERSON,Reuben,1
01-Genesis,049,PERSON,Judah,1
01-Genesis,049,PERSON,Shiloh,1
01-Genesis,049,PERSON,Dan,2
01-Genesis,049,PERSON,Naphtali,1
01-Genesis,049,PERSON,Joseph,2
01-Genesis,049,PERSON,Abraham,2
01-Genesis,049,PERSON,Sarah,1
01-Genesis,049,PERSON,Isaac,1
01-Genesis,049,PERSON,Rebekah,1
01-Genesis,049,PERSON,Leah,1
01-Genesis,049,PERSON,Heth,1
01-Genesis,049,GPE,Israel,5
01-Genesis,049,GPE,Levi,1
01-Genesis,049,GPE,Jacob,2
01-Genesis,049,GPE,Judah,1
01-Genesis,049,GPE,Sidon,1
01-Genesis,049,GPE,Hittite,1
01-Genesis,049,TIME,the morning,1
01-Genesis,050,PERSON,Joseph,18
01-Genesis,050,PERSON,Abel-mizraim,1
01-Genesis,050,PERSON,Canaan,1
01-Genesis,050,PERSON,Abraham,2
01-Genesis,050,PERSON,Josephs,1
01-Genesis,050,PERSON,Isaac,1
01-Genesis,050,PERSON,Jacob,1
01-Genesis,050,GPE,Israel,2
01-Genesis,050,GPE,Egypt,4
01-Genesis,050,GPE,Goshen,1
01-Genesis,050,GPE,Jordan,2
01-Genesis,050,GPE,Mamre,1
01-Genesis,050,GPE,Hittite,1
