Book,Chapter,Verse,Type,Text
genesis,35,11,OCCUPATION,king
genesis,35,12,PERSON,Abraham
genesis,35,12,PERSON,Isaac
genesis,35,14,PERSON,Jacob
genesis,35,15,PERSON,Jacob
genesis,35,15,PERSON,Bethel
genesis,35,16,PERSON,Bethel
genesis,35,16,PERSON,Rachel
genesis,35,16,GPE,Ephrath
genesis,35,18,PERSON,Ben
genesis,35,18,PERSON,Benjamin
genesis,35,19,PERSON,Rachel
genesis,35,19,PERSON,Ephrath
genesis,35,19,ORG,Bethlehem
genesis,35,20,PERSON,Jacob
genesis,35,20,PERSON,Rachels
genesis,35,20,DATE,this day
genesis,35,21,GPE,Israel
genesis,35,22,PERSON,Bilhah
genesis,35,22,GPE,Israel
genesis,35,22,GPE,Israel
genesis,35,22,ORG,Jacob
genesis,35,22,NORP,Reuben
genesis,35,23,PERSON,Simeon
genesis,35,23,PERSON,Levi
genesis,35,23,PERSON,Zebulun
genesis,35,23,ORG,Leah
genesis,35,23,ORG,Jacobs
genesis,35,23,NORP,Reuben
genesis,35,24,PERSON,Rachel
genesis,35,24,PERSON,Joseph
genesis,35,24,PERSON,Benjamin
genesis,35,25,PERSON,Bilhah
genesis,35,25,PERSON,Rachels
genesis,35,25,PERSON,Dan
genesis,35,25,GPE,Naphtali
genesis,35,25,OCCUPATION,servant
genesis,35,26,GPE,Paddan
genesis,35,26,ORG,Zilpah
genesis,35,26,ORG,Leahs
genesis,35,26,ORG,Gad and Asher
genesis,35,26,ORG,Jacobs
genesis,35,26,OCCUPATION,servant
genesis,35,27,PERSON,Jacob
genesis,35,27,PERSON,Isaac
genesis,35,27,PERSON,Kiriath arba
genesis,35,27,PERSON,Abraham
genesis,35,27,PERSON,Isaac
genesis,35,27,GPE,Mamre
genesis,35,27,GPE,Hebron
genesis,35,28,PERSON,Isaac
genesis,35,28,DATE,180 years old
genesis,35,29,PERSON,Isaac
genesis,35,29,PERSON,Jacob
genesis,36,2,PERSON,Zibeon
genesis,36,2,GPE,Canaan
genesis,36,3,GPE,Basemath
genesis,36,3,GPE,Nebaioth
genesis,36,4,GPE,Adah
genesis,36,5,PERSON,Korah
genesis,36,5,GPE,Canaan
genesis,36,5,ORG,Jeush
genesis,36,5,ORG,Jalam
genesis,36,6,PERSON,Jacob
genesis,36,6,GPE,Canaan
genesis,36,9,NORP,Seir
genesis,36,10,PERSON,Reuel
genesis,36,10,GPE,Adah
genesis,36,10,ORG,Esaus
genesis,36,10,ORG,"Basemath, Esaus"
genesis,36,11,PERSON,Omar
genesis,36,11,PERSON,Zepho
genesis,36,11,GPE,Gatam
genesis,36,12,PERSON,Amalek
genesis,36,12,GPE,Adah
genesis,36,12,ORG,Esaus
genesis,36,12,ORG,Esaus
genesis,36,13,PERSON,Reuel
genesis,36,13,PERSON,Zerah
genesis,36,13,PERSON,Mizzah
genesis,36,13,ORG,Shammah
genesis,36,13,ORG,"Basemath, Esaus"
genesis,36,14,PERSON,Jeush
genesis,36,14,PERSON,Korah
genesis,36,14,ORG,Zibeon
genesis,36,14,ORG,Esaus
genesis,36,14,ORG,Jalam
genesis,36,15,PERSON,Sheikh Teman
genesis,36,15,PERSON,Omar
genesis,36,15,PERSON,Sheikh Zepho
genesis,36,15,PERSON,Kenaz
genesis,36,15,ORG,Esaus
genesis,36,16,PERSON,Korah
genesis,36,16,PERSON,Sheikh Gatam
genesis,36,16,PERSON,Sheikh Amalek
genesis,36,16,GPE,Adah
genesis,36,17,PERSON,Reuel
genesis,36,17,PERSON,Sheikh Nahath
genesis,36,17,PERSON,Zerah
genesis,36,17,PERSON,Sheikh Shammah
genesis,36,17,PERSON,Sheikh Mizzah
genesis,36,17,PERSON,Reuel
genesis,36,17,ORG,Esaus
genesis,36,17,ORG,Basemath
genesis,36,17,ORG,Esaus
genesis,36,18,PERSON,Jeush
genesis,36,18,PERSON,Sheikh Korah
genesis,36,18,PERSON,Esaus
genesis,36,18,ORG,Oholibamah
genesis,36,18,ORG,Esaus
genesis,36,18,ORG,Jalam
genesis,36,20,GPE,Lotan
genesis,36,20,GPE,Shobal
genesis,36,20,GPE,Zibeon
genesis,36,20,GPE,Anah
genesis,36,20,ORG,Seir the Horite
genesis,36,21,GPE,Dishan
genesis,36,21,ORG,Horites
genesis,36,22,PERSON,Timna
genesis,36,22,GPE,Lotan
genesis,36,22,ORG,Hemam
genesis,36,22,NORP,Lotans
genesis,36,23,ORG,Shepho
genesis,36,23,ORG,Onam
genesis,36,24,PERSON,Zibeon
genesis,36,24,PERSON,Zibeon
genesis,36,26,PERSON,Dishon
genesis,36,26,GPE,Eshban
genesis,36,26,GPE,Ithran
genesis,36,26,ORG,Cheran
genesis,36,27,PERSON,Zaavan
genesis,36,27,ORG,Akan
genesis,36,28,GPE,Dishan
genesis,36,28,GPE,Aran
genesis,36,29,PERSON,Horites
genesis,36,29,PERSON,Zibeon
genesis,36,29,PERSON,Sheikh Anah
genesis,36,30,PERSON,Dishon
genesis,36,30,PERSON,Sheikh Dishan
genesis,36,30,PERSON,Horites
genesis,36,30,NORP,Seir
genesis,36,31,OCCUPATION,king
genesis,36,31,OCCUPATION,king
genesis,36,32,GPE,Edom
genesis,36,32,GPE,Dinhabah
genesis,36,32,ORG,Bela
genesis,36,32,ORG,Beor
genesis,36,33,PERSON,Bela
genesis,36,33,PERSON,Jobab
genesis,36,33,PERSON,Zerah
genesis,36,33,GPE,Bozrah
genesis,36,34,PERSON,Jobab
genesis,36,34,ORG,Husham
genesis,36,35,PERSON,Husham
genesis,36,35,PERSON,Moab
genesis,36,35,PERSON,Avith
genesis,36,35,GPE,Bedad
genesis,36,35,NORP,Hadad
genesis,36,35,NORP,Midianites
genesis,36,36,PERSON,Samlah
genesis,36,36,PERSON,Masrekah
genesis,36,37,PERSON,Samlah
genesis,36,37,PERSON,Shaul
genesis,36,37,PERSON,Rehoboth
genesis,36,38,PERSON,Shaul
genesis,36,38,PERSON,Baal hanan
genesis,36,38,ORG,Achbor
genesis,36,39,PERSON,Baal
genesis,36,39,PERSON,Hadar
genesis,36,39,PERSON,Pau
genesis,36,39,GPE,Matred
genesis,36,39,GPE,Mezahab
genesis,36,39,ORG,Achbor
genesis,36,40,PERSON,Sheikh Timna
genesis,36,40,PERSON,Sheikh Alvah
genesis,36,40,PERSON,Sheikh Jetheth
genesis,36,41,PERSON,Sheikh Oholibamah
genesis,36,41,PERSON,Sheikh Elah
genesis,36,41,PERSON,Sheikh Pinon
genesis,36,42,PERSON,Kenaz
genesis,36,42,PERSON,Sheikh Teman
genesis,36,42,PERSON,Sheikh Mibzar
genesis,36,43,PERSON,Sheikh Magdiel
genesis,36,43,PERSON,Sheikh Iram
genesis,37,1,PERSON,Jacob
genesis,37,1,GPE,Canaan
genesis,37,2,PERSON,Joseph
genesis,37,2,PERSON,Bilhah
genesis,37,2,PERSON,Joseph
genesis,37,2,DATE,17 years old
genesis,37,2,GPE,Jacob
genesis,37,3,PERSON,Joseph
genesis,37,3,GPE,Israel
genesis,37,5,PERSON,Joseph
genesis,37,8,OCCUPATION,king
genesis,37,12,GPE,Shechem
genesis,37,13,PERSON,Joseph
genesis,37,13,GPE,Israel
genesis,37,13,ORG,Shechem
genesis,37,14,GPE,Hebron
genesis,37,14,ORG,Shechem
genesis,37,17,PERSON,Joseph
genesis,37,17,GPE,Dothan
genesis,37,17,GPE,Dothan
genesis,37,21,PERSON,Reuben
genesis,37,22,ORG,Reuben
genesis,37,23,PERSON,Joseph
genesis,37,23,PERSON,Joseph
genesis,37,25,PERSON,balsam
genesis,37,25,GPE,Egypt
genesis,37,25,ORG,Gilead
genesis,37,25,NORP,Ishmaelites
genesis,37,26,PERSON,Judah
genesis,37,27,NORP,Ishmaelites
genesis,37,28,PERSON,Joseph
genesis,37,28,PERSON,Joseph
genesis,37,28,GPE,Egypt
genesis,37,28,NORP,Ishmaelites
genesis,37,29,PERSON,Reuben
genesis,37,29,PERSON,Joseph
genesis,37,31,PERSON,Josephs
genesis,37,33,PERSON,Joseph
genesis,37,34,PERSON,Jacob
genesis,37,34,DATE,many days
genesis,37,36,GPE,Egypt
genesis,37,36,GPE,Potiphar
genesis,37,36,GPE,Pharaoh
genesis,37,36,ORG,Midianites
genesis,38,1,PERSON,Judah
genesis,38,1,PERSON,Hirah
genesis,38,1,ORG,Adullamite
genesis,38,2,PERSON,Judah
genesis,38,2,PERSON,Shua
genesis,38,2,GPE,Canaanite
genesis,38,4,PERSON,Onan
genesis,38,5,PERSON,Shelah
genesis,38,5,GPE,Achzib
genesis,38,6,PERSON,Judah
genesis,38,6,GPE,Tamar
genesis,38,7,PERSON,Judahs
genesis,38,7,PERSON,Jehovah
genesis,38,7,PERSON,Jehovah
genesis,38,8,PERSON,Judah
genesis,38,8,PERSON,Onan
genesis,38,9,GPE,Onan
genesis,38,10,PERSON,Jehovah
genesis,38,11,PERSON,Shelah
genesis,38,11,PERSON,Tamar
genesis,38,11,GPE,Tamar
genesis,38,11,ORG,Judah
genesis,38,11,ORG,Dwell
genesis,38,12,PERSON,Shua
genesis,38,12,PERSON,Hirah
genesis,38,12,GPE,Timnah
genesis,38,12,ORG,Judahs
genesis,38,12,ORG,Adullamite
genesis,38,13,PERSON,Tamar
genesis,38,13,GPE,Timnah
genesis,38,14,GPE,Timnah
genesis,38,14,ORG,Shelah
genesis,38,15,PERSON,Judah
genesis,38,20,PERSON,Judah
genesis,38,20,ORG,Adullamite
genesis,38,22,GPE,Judah
genesis,38,23,PERSON,Judah
genesis,38,24,PERSON,Judah
genesis,38,24,PERSON,Judah
genesis,38,24,DATE,about three months later
genesis,38,26,PERSON,Shelah
genesis,38,29,PERSON,Perez
genesis,38,30,PERSON,Zerah
genesis,39,1,PERSON,Joseph
genesis,39,1,PERSON,Potiphar
genesis,39,1,GPE,Egypt
genesis,39,1,GPE,Pharaoh
genesis,39,1,NORP,Egyptian
genesis,39,1,NORP,Ishmaelites
genesis,39,2,PERSON,Jehovah
genesis,39,2,PERSON,Joseph
genesis,39,2,NORP,Egyptian
genesis,39,3,PERSON,Jehovah
genesis,39,3,PERSON,Jehovah
genesis,39,4,PERSON,Joseph
genesis,39,5,PERSON,Jehovah
genesis,39,5,PERSON,Joseph
genesis,39,5,NORP,Egyptian
genesis,39,6,PERSON,Josephs
genesis,39,6,PERSON,Joseph
genesis,39,7,PERSON,Joseph
genesis,39,10,PERSON,Joseph
genesis,39,11,OCCUPATION,servant
genesis,39,17,OCCUPATION,servant
genesis,39,19,OCCUPATION,servant
genesis,39,20,PERSON,Josephs
genesis,39,20,OCCUPATION,king
genesis,39,21,PERSON,Jehovah
genesis,39,21,PERSON,Joseph
genesis,39,22,PERSON,Joseph
genesis,39,23,PERSON,Josephs
genesis,39,23,PERSON,Jehovah
genesis,39,23,PERSON,Joseph
genesis,39,23,PERSON,Jehovah
genesis,40,1,GPE,Egypt
genesis,40,1,GPE,Egypt
genesis,40,1,OCCUPATION,king
genesis,40,1,OCCUPATION,king
genesis,40,2,PERSON,Pharaoh
genesis,40,3,PERSON,Joseph
genesis,40,4,PERSON,Joseph
genesis,40,5,GPE,Egypt
genesis,40,5,OCCUPATION,king
genesis,40,6,PERSON,Joseph
genesis,40,7,DATE,today
genesis,40,7,GPE,Pharaoh
genesis,40,8,PERSON,Joseph
genesis,40,9,PERSON,Joseph
genesis,40,12,PERSON,Joseph
genesis,40,12,DATE,three days
genesis,40,13,DATE,Three days
genesis,40,13,GPE,Pharaoh
genesis,40,14,GPE,Pharaoh
genesis,40,15,ORG,Hebrews
genesis,40,16,PERSON,Joseph
genesis,40,17,GPE,Pharaoh
genesis,40,18,PERSON,Joseph
genesis,40,18,DATE,three days
genesis,40,19,DATE,Three days
genesis,40,19,ORG,Pharaoh
genesis,40,20,DATE,the third day
genesis,40,20,OCCUPATION,servant
genesis,40,20,OCCUPATION,servant
genesis,40,21,GPE,Pharaoh
genesis,40,22,PERSON,Joseph
genesis,40,23,PERSON,Joseph
genesis,41,1,PERSON,Pharaoh
genesis,41,1,DATE,the end of two full years
genesis,41,2,ORG,Nile
genesis,41,4,GPE,Pharaoh
genesis,41,7,GPE,Pharaoh
genesis,41,8,PERSON,Pharaoh
genesis,41,8,GPE,Egypt
genesis,41,8,GPE,Pharaoh
genesis,41,8,OCCUPATION,priest
genesis,41,9,DATE,today
genesis,41,9,GPE,Pharaoh
genesis,41,10,PERSON,Pharaoh
genesis,41,10,OCCUPATION,servant
genesis,41,12,OCCUPATION,servant
genesis,41,14,PERSON,Pharaoh
genesis,41,14,PERSON,Joseph
genesis,41,14,GPE,Pharaoh
genesis,41,15,PERSON,Joseph
genesis,41,15,ORG,Pharaoh
genesis,41,16,PERSON,Joseph
genesis,41,16,PERSON,Pharaoh
genesis,41,17,PERSON,Joseph
genesis,41,17,GPE,Pharaoh
genesis,41,18,ORG,Nile
genesis,41,19,GPE,Egypt
genesis,41,24,OCCUPATION,priest
genesis,41,25,PERSON,Joseph
genesis,41,25,PERSON,Pharaoh
genesis,41,25,PERSON,Pharaoh
genesis,41,25,GPE,Pharaoh
genesis,41,26,DATE,seven years
genesis,41,26,DATE,seven years
genesis,41,27,DATE,seven years
genesis,41,27,DATE,seven years
genesis,41,28,PERSON,Pharaoh
genesis,41,28,GPE,Pharaoh
genesis,41,29,DATE,seven years
genesis,41,29,GPE,Egypt
genesis,41,30,DATE,seven years
genesis,41,30,GPE,Egypt
genesis,41,32,GPE,Pharaoh
genesis,41,33,PERSON,Pharaoh
genesis,41,33,GPE,Egypt
genesis,41,34,PERSON,Pharaoh
genesis,41,34,DATE,the seven years
genesis,41,34,GPE,Egypt
genesis,41,35,DATE,these coming good years
genesis,41,36,DATE,the seven years
genesis,41,36,GPE,Egypt
genesis,41,37,GPE,Pharaoh
genesis,41,37,OCCUPATION,servant
genesis,41,38,PERSON,Pharaoh
genesis,41,38,OCCUPATION,servant
genesis,41,39,PERSON,Joseph
genesis,41,39,ORG,Pharaoh
genesis,41,40,OCCUPATION,king
genesis,41,41,PERSON,Pharaoh
genesis,41,41,PERSON,Joseph
genesis,41,41,GPE,Egypt
genesis,41,42,PERSON,Josephs
genesis,41,42,GPE,Pharaoh
genesis,41,43,GPE,Avrekh
genesis,41,43,GPE,Egypt
genesis,41,44,PERSON,Joseph
genesis,41,44,PERSON,Pharaoh
genesis,41,44,GPE,Egypt
genesis,41,44,ORG,Pharaoh
genesis,41,45,PERSON,Pharaoh
genesis,41,45,PERSON,Joseph
genesis,41,45,PERSON,Zaphenath
genesis,41,45,PERSON,Potiphera
genesis,41,45,PERSON,Joseph
genesis,41,45,GPE,Egypt
genesis,41,45,OCCUPATION,priest
genesis,41,46,PERSON,Joseph
genesis,41,46,PERSON,Joseph
genesis,41,46,DATE,30 years old
genesis,41,46,GPE,Egypt
genesis,41,46,GPE,Pharaoh
genesis,41,46,GPE,Egypt
genesis,41,46,NORP,Pharaoh
genesis,41,46,OCCUPATION,king
genesis,41,47,DATE,the seven years
genesis,41,48,DATE,the seven years
genesis,41,48,GPE,Egypt
genesis,41,49,PERSON,Joseph
genesis,41,50,PERSON,Joseph
genesis,41,50,PERSON,Potiphera
genesis,41,50,OCCUPATION,priest
genesis,41,51,PERSON,Joseph
genesis,41,52,PERSON,Ephraim
genesis,41,53,DATE,the seven years
genesis,41,53,GPE,Egypt
genesis,41,54,PERSON,Joseph
genesis,41,54,DATE,the seven years
genesis,41,54,GPE,Egypt
genesis,41,55,PERSON,Joseph
genesis,41,55,GPE,Egypt
genesis,41,55,GPE,Pharaoh
genesis,41,55,ORG,Pharaoh
genesis,41,55,NORP,Egyptians
genesis,41,56,PERSON,Joseph
genesis,41,56,GPE,Egypt
genesis,41,56,NORP,Egyptians
genesis,41,57,PERSON,Joseph
genesis,41,57,GPE,Egypt
genesis,42,1,PERSON,Jacob
genesis,42,1,GPE,Egypt
genesis,42,2,GPE,Egypt
genesis,42,3,PERSON,Josephs
genesis,42,3,GPE,Egypt
genesis,42,4,PERSON,Jacob
genesis,42,4,PERSON,Benjamin
genesis,42,4,PERSON,Josephs
genesis,42,5,PERSON,Israels
genesis,42,5,GPE,Canaan
genesis,42,6,PERSON,Joseph
genesis,42,6,PERSON,Josephs
genesis,42,7,PERSON,Joseph
genesis,42,7,GPE,Canaan
genesis,42,8,PERSON,Joseph
genesis,42,9,PERSON,Joseph
genesis,42,10,OCCUPATION,servant
genesis,42,11,OCCUPATION,servant
genesis,42,13,GPE,Canaan
genesis,42,13,OCCUPATION,servant
genesis,42,14,PERSON,Joseph
genesis,42,15,NORP,Pharaoh
genesis,42,16,NORP,Pharaoh
genesis,42,17,DATE,three days
genesis,42,18,PERSON,Joseph
genesis,42,18,DATE,the third day
genesis,42,22,NORP,Reuben
genesis,42,23,PERSON,Joseph
genesis,42,24,PERSON,Simeon
genesis,42,25,PERSON,Joseph
genesis,42,25,NORP,mans
genesis,42,29,PERSON,Jacob
genesis,42,29,GPE,Canaan
genesis,42,32,GPE,Canaan
genesis,42,36,PERSON,Jacob
genesis,42,36,PERSON,Joseph
genesis,42,36,PERSON,Simeon
genesis,42,36,PERSON,Benjamin
genesis,42,37,PERSON,Reuben
genesis,43,2,GPE,Egypt
genesis,43,3,PERSON,Judah
genesis,43,6,GPE,Israel
genesis,43,8,GPE,Israel
genesis,43,11,GPE,Israel
genesis,43,14,PERSON,Benjamin
genesis,43,15,PERSON,Benjamin
genesis,43,15,PERSON,Joseph
genesis,43,15,GPE,Egypt
genesis,43,16,PERSON,Joseph
genesis,43,16,PERSON,Benjamin
genesis,43,17,PERSON,Joseph
genesis,43,17,PERSON,Josephs
genesis,43,18,PERSON,Josephs
genesis,43,18,OCCUPATION,slave
genesis,43,19,PERSON,Josephs
genesis,43,23,ORG,Simeon
genesis,43,24,PERSON,Josephs
genesis,43,25,PERSON,Josephs
genesis,43,26,PERSON,Joseph
genesis,43,28,OCCUPATION,servant
genesis,43,29,PERSON,Benjamin
genesis,43,30,PERSON,Joseph
genesis,43,32,PERSON,Hebrews
genesis,43,32,NORP,Egyptians
genesis,43,32,NORP,Egyptians
genesis,43,32,NORP,Egyptians
genesis,43,34,PERSON,Benjamins
genesis,44,2,PERSON,Joseph
genesis,44,4,PERSON,Joseph
genesis,44,4,ORG,Chase
genesis,44,7,OCCUPATION,servant
genesis,44,8,GPE,Canaan
genesis,44,9,OCCUPATION,slave
genesis,44,9,OCCUPATION,slave
genesis,44,10,OCCUPATION,slave
genesis,44,14,PERSON,Judah
genesis,44,14,PERSON,Josephs
genesis,44,15,PERSON,Joseph
genesis,44,16,GPE,Judah
genesis,44,16,OCCUPATION,slave
genesis,44,16,OCCUPATION,slave
genesis,44,17,OCCUPATION,slave
genesis,44,18,PERSON,Pharaoh
genesis,44,18,OCCUPATION,slave
genesis,44,18,OCCUPATION,slave
genesis,44,19,OCCUPATION,slave
genesis,44,21,OCCUPATION,slave
genesis,44,23,OCCUPATION,slave
genesis,44,24,OCCUPATION,slave
genesis,44,26,NORP,mans
genesis,44,27,OCCUPATION,slave
genesis,44,30,OCCUPATION,slave
genesis,44,31,OCCUPATION,slave
genesis,44,31,OCCUPATION,slave
genesis,44,32,OCCUPATION,slave
genesis,44,33,OCCUPATION,slave
genesis,44,33,OCCUPATION,slave
genesis,45,1,PERSON,Joseph
genesis,45,1,PERSON,Joseph
genesis,45,2,NORP,Egyptians
genesis,45,3,PERSON,Joseph
genesis,45,3,PERSON,Joseph
genesis,45,4,PERSON,Joseph
genesis,45,4,PERSON,Joseph
genesis,45,4,GPE,Egypt
genesis,45,6,DATE,the second year
genesis,45,6,DATE,five years
genesis,45,8,GPE,Pharaoh
genesis,45,8,GPE,Egypt
genesis,45,9,PERSON,Joseph
genesis,45,9,GPE,Egypt
genesis,45,10,GPE,Goshen
genesis,45,11,DATE,five years
genesis,45,12,PERSON,Benjamin
genesis,45,13,GPE,Egypt
genesis,45,14,PERSON,Benjamin
genesis,45,14,PERSON,Benjamin
genesis,45,16,PERSON,Josephs
genesis,45,16,GPE,Pharaoh
genesis,45,16,GPE,Pharaoh
genesis,45,16,OCCUPATION,servant
genesis,45,17,PERSON,Pharaoh
genesis,45,17,PERSON,Joseph
genesis,45,17,GPE,Canaan
genesis,45,18,GPE,Egypt
genesis,45,19,GPE,Egypt
genesis,45,20,GPE,Egypt
genesis,45,21,PERSON,Joseph
genesis,45,21,GPE,Israel
genesis,45,22,PERSON,Benjamin
genesis,45,23,GPE,Egypt
genesis,45,25,PERSON,Jacob
genesis,45,25,GPE,Egypt
genesis,45,25,GPE,Canaan
genesis,45,26,PERSON,Joseph
genesis,45,26,GPE,Egypt
genesis,45,27,PERSON,Joseph
genesis,45,27,PERSON,Joseph
genesis,45,27,PERSON,Jacob
genesis,45,28,PERSON,Joseph
genesis,45,28,GPE,Israel
genesis,46,1,PERSON,Isaac
genesis,46,1,GPE,Israel
genesis,46,2,PERSON,Jacob
genesis,46,2,PERSON,Jacob
genesis,46,2,GPE,Israel
genesis,46,3,GPE,Egypt
genesis,46,4,PERSON,Joseph
genesis,46,4,GPE,Egypt
genesis,46,5,PERSON,Jacob
genesis,46,5,PERSON,Jacob
genesis,46,5,GPE,Israel
genesis,46,5,GPE,Pharaoh
genesis,46,6,PERSON,Jacob
genesis,46,6,GPE,Canaan
genesis,46,6,GPE,Egypt
genesis,46,7,GPE,Egypt
genesis,46,8,PERSON,Jacob
genesis,46,8,PERSON,Reuben
genesis,46,8,GPE,Egypt
genesis,46,9,GPE,Carmi
genesis,46,9,ORG,"Pallu, Hezron"
genesis,46,9,NORP,Reuben
genesis,46,10,PERSON,Jemuel
genesis,46,10,PERSON,Shaul
genesis,46,10,GPE,Jamin
genesis,46,10,GPE,Ohad
genesis,46,10,GPE,Jachin
genesis,46,10,GPE,Canaanite
genesis,46,10,ORG,Simeon
genesis,46,11,PERSON,Levi
genesis,46,11,PERSON,Kohath
genesis,46,11,ORG,Merari
genesis,46,12,PERSON,Shelah
genesis,46,12,PERSON,Perez
genesis,46,12,PERSON,Zerah
genesis,46,12,PERSON,Perez
genesis,46,12,GPE,Judah
genesis,46,12,GPE,Onan
genesis,46,12,GPE,Onan
genesis,46,12,GPE,Canaan
genesis,46,12,ORG,Hezron
genesis,46,12,ORG,Hamul
genesis,46,13,GPE,Puvah
genesis,46,13,GPE,Shimron
genesis,46,13,ORG,Iob
genesis,46,14,PERSON,Zebulun
genesis,46,14,ORG,Jahleel
genesis,46,15,PERSON,Jacob
genesis,46,15,GPE,Paddan
genesis,46,15,GPE,Dinah
genesis,46,15,ORG,Leah
genesis,46,16,GPE,Haggi
genesis,46,16,GPE,Shuni
genesis,46,16,GPE,Arodi
genesis,46,16,GPE,Areli
genesis,46,17,PERSON,Beriah
genesis,46,17,PERSON,Serah
genesis,46,17,PERSON,Malchiel
genesis,46,17,GPE,Ishvi
genesis,46,17,GPE,Beriah
genesis,46,17,ORG,"Asher were Imnah, Ishvah"
genesis,46,18,PERSON,Jacob
genesis,46,18,ORG,Laban
genesis,46,18,ORG,Leah
genesis,46,19,PERSON,Rachel
genesis,46,19,PERSON,Joseph
genesis,46,19,PERSON,Benjamin
genesis,46,19,ORG,Jacobs
genesis,46,20,PERSON,Joseph
genesis,46,20,PERSON,Ephraim
genesis,46,20,PERSON,Potiphera
genesis,46,20,GPE,Egypt
genesis,46,20,OCCUPATION,priest
genesis,46,21,PERSON,Benjamin
genesis,46,21,PERSON,Gera
genesis,46,21,PERSON,Naaman
genesis,46,21,PERSON,Rosh
genesis,46,21,GPE,Bela
genesis,46,21,GPE,Becher
genesis,46,21,GPE,Ashbel
genesis,46,21,GPE,Muppim
genesis,46,21,GPE,Huppim
genesis,46,21,GPE,Ard
genesis,46,21,ORG,Ehi
genesis,46,22,PERSON,Rachel
genesis,46,22,PERSON,Jacob
genesis,46,23,PERSON,Dan
genesis,46,23,ORG,Hushim
genesis,46,24,PERSON,Jezer
genesis,46,24,GPE,Naphtali
genesis,46,24,GPE,Jahzeel
genesis,46,24,GPE,Shillem
genesis,46,25,PERSON,Bilhah
genesis,46,25,PERSON,Rachel
genesis,46,25,PERSON,Jacob
genesis,46,25,ORG,Laban
genesis,46,26,PERSON,Jacob
genesis,46,26,GPE,Egypt
genesis,46,26,ORG,Jacobs
genesis,46,27,PERSON,Josephs
genesis,46,27,DATE,70
genesis,46,27,GPE,Egypt
genesis,46,27,GPE,Jacob
genesis,46,27,GPE,Egypt
genesis,46,28,PERSON,Jacob
genesis,46,28,PERSON,Judah
genesis,46,28,PERSON,Joseph
genesis,46,28,GPE,Goshen
genesis,46,28,GPE,Goshen
genesis,46,29,PERSON,Joseph
genesis,46,29,GPE,Israel
genesis,46,29,GPE,Goshen
genesis,46,30,PERSON,Joseph
genesis,46,30,GPE,Israel
genesis,46,31,PERSON,Joseph
genesis,46,31,GPE,Pharaoh
genesis,46,31,GPE,Canaan
genesis,46,32,OCCUPATION,shepherd
genesis,46,33,PERSON,Pharaoh
genesis,46,34,GPE,Goshen
genesis,46,34,NORP,Egyptians
genesis,46,34,OCCUPATION,servant
genesis,47,1,PERSON,Joseph
genesis,47,1,GPE,Pharaoh
genesis,47,1,GPE,Canaan
genesis,47,1,GPE,Goshen
genesis,47,2,GPE,Pharaoh
genesis,47,3,PERSON,Pharaoh
genesis,47,3,ORG,Pharaoh
genesis,47,3,OCCUPATION,servant
genesis,47,4,PERSON,Pharaoh
genesis,47,4,GPE,Canaan
genesis,47,4,GPE,Goshen
genesis,47,4,OCCUPATION,servant
genesis,47,4,OCCUPATION,servant
genesis,47,5,PERSON,Pharaoh
genesis,47,5,PERSON,Joseph
genesis,47,6,GPE,Egypt
genesis,47,6,GPE,Goshen
genesis,47,7,PERSON,Joseph
genesis,47,7,PERSON,Jacob
genesis,47,7,GPE,Jacob
genesis,47,7,GPE,Pharaoh
genesis,47,7,GPE,Pharaoh
genesis,47,8,PERSON,Jacob
genesis,47,8,GPE,Pharaoh
genesis,47,9,PERSON,Jacob
genesis,47,9,DATE,years
genesis,47,9,DATE,the years
genesis,47,9,GPE,Pharaoh
genesis,47,10,PERSON,Jacob
genesis,47,10,PERSON,Pharaoh
genesis,47,11,PERSON,Joseph
genesis,47,11,GPE,Egypt
genesis,47,11,GPE,Rameses
genesis,47,11,ORG,Pharaoh
genesis,47,12,PERSON,Joseph
genesis,47,13,GPE,Egypt
genesis,47,13,GPE,Canaan
genesis,47,14,PERSON,Joseph
genesis,47,14,PERSON,Joseph
genesis,47,14,GPE,Egypt
genesis,47,14,GPE,Canaan
genesis,47,15,PERSON,Joseph
genesis,47,15,GPE,Egypt
genesis,47,15,GPE,Canaan
genesis,47,15,NORP,Egyptians
genesis,47,16,PERSON,Joseph
genesis,47,17,PERSON,Joseph
genesis,47,17,PERSON,Joseph
genesis,47,17,DATE,that year
genesis,47,18,DATE,that year
genesis,47,18,DATE,the next year
genesis,47,19,GPE,Pharaoh
genesis,47,19,OCCUPATION,slave
genesis,47,20,PERSON,Joseph
genesis,47,20,GPE,Pharaoh
genesis,47,20,NORP,Egyptians
genesis,47,20,NORP,Egyptian
genesis,47,21,GPE,Egypt
genesis,47,22,GPE,Pharaoh
genesis,47,22,GPE,Pharaoh
genesis,47,22,OCCUPATION,priest
genesis,47,22,OCCUPATION,priest
genesis,47,23,PERSON,Joseph
genesis,47,23,DATE,today
genesis,47,23,GPE,Pharaoh
genesis,47,24,GPE,Pharaoh
genesis,47,25,GPE,Pharaoh
genesis,47,25,OCCUPATION,slave
genesis,47,26,PERSON,Joseph
genesis,47,26,DATE,today
genesis,47,26,GPE,Egypt
genesis,47,26,GPE,Pharaoh
genesis,47,26,OCCUPATION,priest
genesis,47,27,GPE,Israel
genesis,47,27,GPE,Egypt
genesis,47,27,GPE,Goshen
genesis,47,28,PERSON,Jacob
